onset	duration	weight	trial_type	auxillary	Word	Concreteness	Log_Freq	DenB	Freq_Den_Interxn
0	0	1	RepeatCorrect	NA	hoot	3.88	6.87	23	158.01
3.07	0	1	null	NA	null	-1	-1	-1	-1
6.14	0	1	RepeatIncorrect	NA	hoop	4.74	7.15	17	121.55
9.21	0	1	null	NA	null	-1	-1	-1	-1
12.28	0	1	RepeatCorrect	NA	rim	4.62	8.22	26	213.72
15.35	0	1	null	NA	null	-1	-1	-1	-1
18.419	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
21.489	0	1	null	NA	null	-1	-1	-1	-1
24.559	0	1	RepeatIncorrect	NA	soap	4.93	8.99	21	188.79
27.629	0	1	null	NA	null	-1	-1	-1	-1
30.699	0	1	null	NA	null	-1	-1	-1	-1
33.769	0	1	null	NA	null	-1	-1	-1	-1
36.838	0	1	RepeatCorrect	NA	limb	4.64	7.66	20	153.2
39.908	0	1	null	NA	null	-1	-1	-1	-1
42.978	0	1	RepeatIncorrect	NA	coop	4.46	6.75	20	135
46.048	0	1	null	NA	null	-1	-1	-1	-1
49.118	0	1	RepeatIncorrect	NA	gene	3.59	10.15	17	172.55
52.188	0	1	null	NA	null	-1	-1	-1	-1
55.257	0	1	null	NA	null	-1	-1	-1	-1
58.327	0	1	null	NA	null	-1	-1	-1	-1
61.397	0	1	RepeatCorrect	NA	rug	4.79	7.28	22	160.16
64.467	0	1	null	NA	null	-1	-1	-1	-1
67.537	0	1	RepeatCorrect	NA	rum	4.93	6.86	29	198.94
70.606	0	1	null	NA	null	-1	-1	-1	-1
73.675	0	1	null	NA	null	-1	-1	-1	-1
76.745	0	1	null	NA	null	-1	-1	-1	-1
79.815	0	1	RepeatCorrect	NA	duke	4	9.4	16	150.4
82.885	0	1	null	NA	null	-1	-1	-1	-1
85.955	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
89.025	0	1	null	NA	null	-1	-1	-1	-1
92.094	0	1	RepeatIncorrect	NA	loom	4.5	6.47	24	155.28
95.164	0	1	null	NA	null	-1	-1	-1	-1
98.234	0	1	RepeatIncorrect	NA	hull	4.29	8.54	24	204.96
101.304	0	1	null	NA	null	-1	-1	-1	-1
104.374	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
107.444	0	1	null	NA	null	-1	-1	-1	-1
110.513	0	1	RepeatIncorrect	NA	lawn	4.93	7.89	19	149.91
113.583	0	1	null	NA	null	-1	-1	-1	-1
116.653	0	1	RepeatIncorrect	NA	buff	3.73	7.44	20	148.8
119.723	0	1	null	NA	null	-1	-1	-1	-1
122.793	0	1	RepeatCorrect	NA	dad	4.29	9.38	21	196.98
125.863	0	1	null	NA	null	-1	-1	-1	-1
128.932	0	1	null	NA	null	-1	-1	-1	-1
132.002	0	1	null	NA	null	-1	-1	-1	-1
135.072	0	1	RepeatCorrect	NA	wad	3.93	7.98	22	175.56
138.142	0	1	null	NA	null	-1	-1	-1	-1
141.212	0	1	RepeatIncorrect	NA	gap	3.92	8.81	20	176.2
144.282	0	1	null	NA	null	-1	-1	-1	-1
147.352	0	1	null	NA	null	-1	-1	-1	-1
150.421	0	1	null	NA	null	-1	-1	-1	-1
153.491	0	1	RepeatCorrect	NA	duck	4.86	8.83	25	220.75
156.561	0	1	null	NA	null	-1	-1	-1	-1
159.631	0	1	RepeatIncorrect	NA	latch	4.79	7.15	18	128.7
162.701	0	1	null	NA	null	-1	-1	-1	-1
165.771	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
168.84	0	1	null	NA	null	-1	-1	-1	-1
171.91	0	1	RepeatCorrect	NA	nap	4.03	7.4	20	148
174.98	0	1	null	NA	null	-1	-1	-1	-1
178.049	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
181.119	0	1	null	NA	null	-1	-1	-1	-1
184.189	0	1	RepeatCorrect	NA	mud	4.86	9.35	20	187
187.258	0	1	null	NA	null	-1	-1	-1	-1
190.328	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
193.398	0	1	null	NA	null	-1	-1	-1	-1
196.468	0	1	RepeatIncorrect	NA	heat	3.79	10.25	25	256.25
199.538	0	1	null	NA	null	-1	-1	-1	-1
202.608	0	1	RepeatCorrect	NA	deuce	3.04	5.86	20	117.2
205.677	0	1	null	NA	null	-1	-1	-1	-1
208.747	0	1	RepeatIncorrect	NA	dot	4.12	8.98	26	233.48
211.817	0	1	null	NA	null	-1	-1	-1	-1
214.887	0	1	RepeatIncorrect	NA	patch	4.7	10.14	21	212.94
217.957	0	1	null	NA	null	-1	-1	-1	-1
221.027	0	1	null	NA	null	-1	-1	-1	-1
224.096	0	1	null	NA	null	-1	-1	-1	-1
227.166	0	1	RepeatIncorrect	NA	shell	4.8	10.52	21	220.92
230.236	0	1	null	NA	null	-1	-1	-1	-1
233.306	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
236.376	0	1	null	NA	null	-1	-1	-1	-1
239.446	0	1	RepeatCorrect	NA	jot	3.3	6.29	22	138.38
242.515	0	1	null	NA	null	-1	-1	-1	-1
245.585	0	1	null	NA	null	-1	-1	-1	-1
248.655	0	1	null	NA	null	-1	-1	-1	-1
251.725	0	1	RepeatCorrect	NA	mug	4.8	7.4	21	155.4
254.795	0	1	null	NA	null	-1	-1	-1	-1
257.865	0	1	RepeatCorrect	NA	laugh	4.21	9.51	19	180.69
260.935	0	1	null	NA	null	-1	-1	-1	-1
264.004	0	1	RepeatCorrect	NA	mess	3.9	9.49	18	170.82
267.074	0	1	null	NA	null	-1	-1	-1	-1
270.144	0	1	null	NA	null	-1	-1	-1	-1
273.214	0	1	null	NA	null	-1	-1	-1	-1
276.284	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
279.354	0	1	null	NA	null	-1	-1	-1	-1
282.423	0	1	RepeatCorrect	NA	rile	1.96	5.09	26	132.34
285.492	0	1	null	NA	null	-1	-1	-1	-1
288.562	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
291.632	0	1	null	NA	null	-1	-1	-1	-1
294.702	0	1	RepeatCorrect	NA	pull	3.97	10.25	16	164
297.772	0	1	null	NA	null	-1	-1	-1	-1
300.841	0	1	RepeatCorrect	NA	nut	4.52	8.4	25	210
303.911	0	1	null	NA	null	-1	-1	-1	-1
306.981	0	1	RepeatIncorrect	NA	pet	4.71	9.6	30	288
310.051	0	1	null	NA	null	-1	-1	-1	-1
313.121	0	1	RepeatCorrect	NA	rough	3.83	9.23	20	184.6
316.191	0	1	null	NA	null	-1	-1	-1	-1
319.26	0	1	null	NA	null	-1	-1	-1	-1
322.33	0	1	null	NA	null	-1	-1	-1	-1
325.4	0	1	RepeatCorrect	NA	rub	4.33	8.35	23	192.05
328.47	0	1	null	NA	null	-1	-1	-1	-1
331.54	0	1	RepeatCorrect	NA	howl	3.83	8.08	15	121.2
334.61	0	1	null	NA	null	-1	-1	-1	-1
337.679	0	1	RepeatCorrect	NA	chore	3.78	6.36	21	133.56
340.749	0	1	null	NA	null	-1	-1	-1	-1
343.819	0	1	RepeatIncorrect	NA	nip	3.43	6.6	25	165
346.889	0	1	null	NA	null	-1	-1	-1	-1
349.959	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
353.029	0	1	null	NA	null	-1	-1	-1	-1
356.098	0	1	RepeatIncorrect	NA	deed	3.86	7.59	18	136.62
359.168	0	1	null	NA	null	-1	-1	-1	-1
362.238	0	1	null	NA	null	-1	-1	-1	-1
365.308	0	1	null	NA	null	-1	-1	-1	-1
368.378	0	1	RepeatIncorrect	NA	ship	4.87	10.85	19	206.15
371.448	0	1	null	NA	null	-1	-1	-1	-1
374.517	0	1	null	NA	null	-1	-1	-1	-1
377.587	0	1	null	NA	null	-1	-1	-1	-1
380.657	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
383.727	0	1	null	NA	null	-1	-1	-1	-1
386.797	0	1	RepeatIncorrect	NA	pal	3.93	9.42	20	188.4
389.867	0	1	null	NA	null	-1	-1	-1	-1
392.936	0	1	RepeatIncorrect	NA	dull	2.37	8.44	23	194.12
396.005	0	1	null	NA	null	-1	-1	-1	-1
399.075	0	1	RepeatCorrect	NA	shake	4.07	8.57	24	205.68
402.145	0	1	null	NA	null	-1	-1	-1	-1
405.215	0	1	RepeatCorrect	NA	race	3.59	10.75	29	311.75
408.285	0	1	null	NA	null	-1	-1	-1	-1
411.355	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
414.424	0	1	null	NA	null	-1	-1	-1	-1
417.494	0	1	RepeatIncorrect	NA	gag	4.37	8.06	19	153.14
420.564	0	1	null	NA	null	-1	-1	-1	-1
423.634	0	1	RepeatCorrect	NA	suck	3.46	9.53	25	238.25
426.704	0	1	null	NA	null	-1	-1	-1	-1
429.774	0	1	null	NA	null	-1	-1	-1	-1
432.843	0	1	null	NA	null	-1	-1	-1	-1
435.913	0	1	RepeatIncorrect	NA	rich	2.79	10.51	21	220.71
438.983	0	1	null	NA	null	-1	-1	-1	-1
