onset	duration	weight	trial_type	auxillary	Word	Concreteness	Log_Freq	DenB	Freq_Den_Interxn
0	0	1	RepeatCorrect	NA	rut	3.64	6.05	28	169.4
3.069	0	1	null	NA	null	-1	-1	-1	-1
6.14	0	1	RepeatCorrect	NA	hawk	4.93	8.19	18	147.42
9.209	0	1	null	NA	null	-1	-1	-1	-1
12.279	0	1	RepeatCorrect	NA	rip	3.79	8.99	32	287.68
15.349	0	1	null	NA	null	-1	-1	-1	-1
18.419	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
21.489	0	1	null	NA	null	-1	-1	-1	-1
24.559	0	1	null	NA	null	-1	-1	-1	-1
27.63	0	1	null	NA	null	-1	-1	-1	-1
30.699	0	1	null	NA	null	-1	-1	-1	-1
33.769	0	1	null	NA	null	-1	-1	-1	-1
36.839	0	1	RepeatCorrect	NA	wick	4.69	6.33	26	164.58
39.909	0	1	null	NA	null	-1	-1	-1	-1
42.978	0	1	RepeatCorrect	NA	tug	3.5	7.07	18	127.26
46.048	0	1	null	NA	null	-1	-1	-1	-1
49.118	0	1	RepeatCorrect	NA	chair	4.58	9.83	20	196.6
52.188	0	1	null	NA	null	-1	-1	-1	-1
55.258	0	1	null	NA	null	-1	-1	-1	-1
58.328	0	1	null	NA	null	-1	-1	-1	-1
61.397	0	1	RepeatCorrect	NA	tang	4.42	7.85	18	141.3
64.467	0	1	null	NA	null	-1	-1	-1	-1
67.537	0	1	RepeatCorrect	NA	hen	4.9	7.17	24	172.08
70.607	0	1	null	NA	null	-1	-1	-1	-1
73.677	0	1	null	NA	null	-1	-1	-1	-1
76.747	0	1	null	NA	null	-1	-1	-1	-1
79.817	0	1	RepeatCorrect	NA	moose	4.97	8.15	19	154.85
82.887	0	1	null	NA	null	-1	-1	-1	-1
85.957	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
89.027	0	1	null	NA	null	-1	-1	-1	-1
92.097	0	1	RepeatCorrect	NA	pup	4.61	7.48	21	157.08
95.167	0	1	null	NA	null	-1	-1	-1	-1
98.237	0	1	RepeatCorrect	NA	miss	2.54	10.34	23	237.82
101.307	0	1	null	NA	null	-1	-1	-1	-1
104.377	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
107.447	0	1	null	NA	null	-1	-1	-1	-1
110.517	0	1	RepeatCorrect	NA	pen	4.92	8.97	29	260.13
113.587	0	1	null	NA	null	-1	-1	-1	-1
116.656	0	1	RepeatCorrect	NA	deep	3.38	10.66	18	191.88
119.726	0	1	null	NA	null	-1	-1	-1	-1
122.796	0	1	RepeatCorrect	NA	deck	4.77	10.27	20	205.4
125.866	0	1	null	NA	null	-1	-1	-1	-1
128.936	0	1	null	NA	null	-1	-1	-1	-1
132.006	0	1	null	NA	null	-1	-1	-1	-1
135.076	0	1	RepeatCorrect	NA	wall	4.86	11.43	23	262.89
138.146	0	1	null	NA	null	-1	-1	-1	-1
141.216	0	1	RepeatCorrect	NA	girl	4.85	10.61	16	169.76
144.286	0	1	null	NA	null	-1	-1	-1	-1
147.356	0	1	null	NA	null	-1	-1	-1	-1
150.426	0	1	null	NA	null	-1	-1	-1	-1
153.495	0	1	RepeatCorrect	NA	tot	4.22	7.74	26	201.24
156.565	0	1	null	NA	null	-1	-1	-1	-1
159.635	0	1	RepeatCorrect	NA	gang	4.43	8.96	15	134.4
162.705	0	1	null	NA	null	-1	-1	-1	-1
165.775	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
168.845	0	1	null	NA	null	-1	-1	-1	-1
171.914	0	1	RepeatCorrect	NA	talk	4.07	11.42	23	262.66
174.984	0	1	null	NA	null	-1	-1	-1	-1
178.054	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
181.124	0	1	null	NA	null	-1	-1	-1	-1
184.194	0	1	RepeatCorrect	NA	peeve	2	6.74	16	107.84
187.264	0	1	null	NA	null	-1	-1	-1	-1
190.334	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
193.404	0	1	null	NA	null	-1	-1	-1	-1
196.474	0	1	RepeatCorrect	NA	wine	4.79	9.48	30	284.4
199.544	0	1	null	NA	null	-1	-1	-1	-1
202.614	0	1	RepeatCorrect	NA	dupe	2.23	5.96	18	107.28
205.684	0	1	null	NA	null	-1	-1	-1	-1
208.754	0	1	RepeatCorrect	NA	sake	2.74	9.35	28	261.8
211.824	0	1	null	NA	null	-1	-1	-1	-1
214.894	0	1	RepeatCorrect	NA	hub	3.59	8.41	19	159.79
217.964	0	1	null	NA	null	-1	-1	-1	-1
221.034	0	1	null	NA	null	-1	-1	-1	-1
224.104	0	1	null	NA	null	-1	-1	-1	-1
227.174	0	1	RepeatCorrect	NA	wed	3.11	9.62	25	240.5
230.243	0	1	null	NA	null	-1	-1	-1	-1
233.313	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
236.383	0	1	null	NA	null	-1	-1	-1	-1
239.453	0	1	RepeatCorrect	NA	tool	4.6	10.41	23	239.43
242.523	0	1	null	NA	null	-1	-1	-1	-1
245.593	0	1	null	NA	null	-1	-1	-1	-1
248.663	0	1	null	NA	null	-1	-1	-1	-1
251.733	0	1	RepeatCorrect	NA	roach	4.96	6.69	18	120.42
254.803	0	1	null	NA	null	-1	-1	-1	-1
257.873	0	1	RepeatCorrect	NA	niche	2.52	7.81	16	124.96
260.942	0	1	null	NA	null	-1	-1	-1	-1
264.012	0	1	RepeatCorrect	NA	pace	3.11	8.88	30	266.4
267.082	0	1	null	NA	null	-1	-1	-1	-1
270.152	0	1	null	NA	null	-1	-1	-1	-1
273.222	0	1	null	NA	null	-1	-1	-1	-1
276.292	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
279.362	0	1	null	NA	null	-1	-1	-1	-1
282.432	0	1	RepeatCorrect	NA	jeer	2.62	4.23	23	97.29
285.502	0	1	null	NA	null	-1	-1	-1	-1
288.571	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
291.641	0	1	null	NA	null	-1	-1	-1	-1
294.711	0	1	RepeatCorrect	NA	cove	4.57	7.04	18	126.72
297.781	0	1	null	NA	null	-1	-1	-1	-1
300.851	0	1	RepeatCorrect	NA	lace	4.85	8.1	29	234.9
303.921	0	1	null	NA	null	-1	-1	-1	-1
306.991	0	1	RepeatCorrect	NA	neat	2.47	9.38	25	234.5
310.061	0	1	null	NA	null	-1	-1	-1	-1
313.131	0	1	RepeatCorrect	NA	tough	2.5	9.76	17	165.92
316.201	0	1	null	NA	null	-1	-1	-1	-1
319.271	0	1	null	NA	null	-1	-1	-1	-1
322.341	0	1	null	NA	null	-1	-1	-1	-1
325.411	0	1	RepeatCorrect	NA	dope	3	7.55	20	151
328.481	0	1	null	NA	null	-1	-1	-1	-1
331.551	0	1	RepeatCorrect	NA	wrath	2.42	8.64	17	146.88
334.621	0	1	null	NA	null	-1	-1	-1	-1
337.691	0	1	RepeatCorrect	NA	rare	1.96	10.5	22	231
340.761	0	1	null	NA	null	-1	-1	-1	-1
343.83	0	1	RepeatCorrect	NA	cup	5	10.23	18	184.14
346.9	0	1	null	NA	null	-1	-1	-1	-1
349.97	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
353.04	0	1	null	NA	null	-1	-1	-1	-1
356.11	0	1	RepeatCorrect	NA	wren	3.8	6.54	26	170.04
359.18	0	1	null	NA	null	-1	-1	-1	-1
362.25	0	1	null	NA	null	-1	-1	-1	-1
365.319	0	1	null	NA	null	-1	-1	-1	-1
368.389	0	1	RepeatCorrect	NA	mob	3.88	8.93	15	133.95
371.459	0	1	null	NA	null	-1	-1	-1	-1
374.529	0	1	null	NA	null	-1	-1	-1	-1
377.599	0	1	null	NA	null	-1	-1	-1	-1
380.669	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
383.739	0	1	null	NA	null	-1	-1	-1	-1
386.809	0	1	RepeatCorrect	NA	mutt	3.89	6.09	30	182.7
389.879	0	1	null	NA	null	-1	-1	-1	-1
392.949	0	1	RepeatCorrect	NA	kick	4.33	9.9	28	277.2
396.019	0	1	null	NA	null	-1	-1	-1	-1
399.088	0	1	RepeatCorrect	NA	muff	4.12	5.85	18	105.3
402.158	0	1	null	NA	null	-1	-1	-1	-1
405.228	0	1	RepeatCorrect	NA	dean	4.45	9.58	24	229.92
408.298	0	1	null	NA	null	-1	-1	-1	-1
411.368	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
414.438	0	1	null	NA	null	-1	-1	-1	-1
417.508	0	1	RepeatCorrect	NA	choke	3.97	7.99	17	135.83
420.578	0	1	null	NA	null	-1	-1	-1	-1
423.648	0	1	RepeatCorrect	NA	bought	2.96	10.95	25	273.75
426.718	0	1	null	NA	null	-1	-1	-1	-1
429.788	0	1	null	NA	null	-1	-1	-1	-1
432.858	0	1	null	NA	null	-1	-1	-1	-1
435.928	0	1	RepeatCorrect	NA	roof	4.79	8.64	13	112.32
438.998	0	1	null	NA	null	-1	-1	-1	-1
442.068	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
445.138	0	1	null	NA	null	-1	-1	-1	-1
448.208	0	1	RepeatCorrect	NA	botch	2.75	5.49	13	71.37
451.278	0	1	null	NA	null	-1	-1	-1	-1
454.348	0	1	RepeatCorrect	NA	rid	2.13	9.91	29	287.39
457.417	0	1	null	NA	null	-1	-1	-1	-1
460.487	0	1	RepeatCorrect	NA	sought	2.26	8.86	24	212.64
463.557	0	1	null	NA	null	-1	-1	-1	-1
466.627	0	1	RepeatCorrect	NA	vice	2.46	9.67	16	154.72
469.697	0	1	null	NA	null	-1	-1	-1	-1
472.766	0	1	RepeatCorrect	NA	god	2.07	11.77	19	223.63
475.836	0	1	null	NA	null	-1	-1	-1	-1
478.906	0	1	null	NA	null	-1	-1	-1	-1
481.976	0	1	null	NA	null	-1	-1	-1	-1
485.046	0	1	RepeatCorrect	NA	mace	4.81	7.15	29	207.35
488.116	0	1	null	NA	null	-1	-1	-1	-1
491.186	0	1	RepeatCorrect	NA	cuff	4.61	6.73	16	107.68
494.256	0	1	null	NA	null	-1	-1	-1	-1
497.326	0	1	RepeatCorrect	NA	dive	4.03	9.01	17	153.17
500.396	0	1	null	NA	null	-1	-1	-1	-1
503.466	0	1	RepeatCorrect	NA	bake	4.21	7.84	29	227.36
506.536	0	1	null	NA	null	-1	-1	-1	-1
509.606	0	1	null	NA	null	-1	-1	-1	-1
512.675	0	1	null	NA	null	-1	-1	-1	-1
515.745	0	1	RepeatCorrect	NA	mean	2.5	11.93	23	274.39
518.815	0	1	null	NA	null	-1	-1	-1	-1
521.885	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
524.955	0	1	null	NA	null	-1	-1	-1	-1
528.025	0	1	RepeatCorrect	NA	shall	2.33	11	13	143
531.095	0	1	null	NA	null	-1	-1	-1	-1
534.165	0	1	null	NA	null	-1	-1	-1	-1
537.235	0	1	null	NA	null	-1	-1	-1	-1
540.305	0	1	RepeatCorrect	NA	bag	4.9	9.71	28	271.88
543.375	0	1	null	NA	null	-1	-1	-1	-1
546.445	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
549.515	0	1	RepeatIncorrect	NA	xxx	1	1	1	1

