onset	duration	weight	trial_type	auxillary	Word	Concreteness	Log_Freq	DenB	Freq_Den_Interxn
0	0	1	RepeatIncorrect	NA	dike	4.54	5.2	19	98.8
3.07	0	1	null	NA	null	-1	-1	-1	-1
6.14	0	1	RepeatCorrect	NA	robe	5	7.4	18	133.2
9.21	0	1	null	NA	null	-1	-1	-1	-1
12.28	0	1	RepeatCorrect	NA	sap	4.37	8.22	27	221.94
15.349	0	1	null	NA	null	-1	-1	-1	-1
18.419	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
21.489	0	1	null	NA	null	-1	-1	-1	-1
24.559	0	1	RepeatCorrect	NA	Pope	4.71	9.01	22	198.22
27.628	0	1	null	NA	null	-1	-1	-1	-1
30.698	0	1	null	NA	null	-1	-1	-1	-1
33.768	0	1	null	NA	null	-1	-1	-1	-1
36.838	0	1	RepeatCorrect	NA	chick	4.93	8.06	23	185.38
39.907	0	1	null	NA	null	-1	-1	-1	-1
42.976	0	1	RepeatCorrect	NA	coil	4.56	8.13	18	146.34
46.046	0	1	null	NA	null	-1	-1	-1	-1
49.116	0	1	RepeatCorrect	NA	gear	4.28	9.64	21	202.44
52.186	0	1	null	NA	null	-1	-1	-1	-1
55.255	0	1	null	NA	null	-1	-1	-1	-1
58.325	0	1	null	NA	null	-1	-1	-1	-1
61.395	0	1	RepeatCorrect	NA	rag	4.67	8.25	28	231
64.465	0	1	null	NA	null	-1	-1	-1	-1
67.534	0	1	RepeatCorrect	NA	lip	4.96	8.11	29	235.19
70.604	0	1	null	NA	null	-1	-1	-1	-1
73.674	0	1	null	NA	null	-1	-1	-1	-1
76.744	0	1	null	NA	null	-1	-1	-1	-1
79.813	0	1	RepeatCorrect	NA	loop	4.26	9.7	18	174.6
82.883	0	1	null	NA	null	-1	-1	-1	-1
85.953	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
89.023	0	1	null	NA	null	-1	-1	-1	-1
92.093	0	1	RepeatCorrect	NA	lash	3.79	6.48	26	168.48
95.162	0	1	null	NA	null	-1	-1	-1	-1
98.232	0	1	RepeatCorrect	NA	peck	4.16	6.97	20	139.4
101.302	0	1	null	NA	null	-1	-1	-1	-1
104.372	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
107.441	0	1	null	NA	null	-1	-1	-1	-1
110.511	0	1	RepeatCorrect	NA	kite	5	7.76	20	155.2
113.581	0	1	null	NA	null	-1	-1	-1	-1
116.651	0	1	RepeatCorrect	NA	gull	4.08	5.64	21	118.44
119.721	0	1	null	NA	null	-1	-1	-1	-1
122.79	0	1	RepeatCorrect	NA	dim	3.31	8.36	21	175.56
125.86	0	1	null	NA	null	-1	-1	-1	-1
128.93	0	1	null	NA	null	-1	-1	-1	-1
132	0	1	null	NA	null	-1	-1	-1	-1
135.069	0	1	RepeatCorrect	NA	dug	4	7.96	22	175.12
138.139	0	1	null	NA	null	-1	-1	-1	-1
141.209	0	1	RepeatCorrect	NA	hop	3.8	8.41	20	168.2
144.279	0	1	null	NA	null	-1	-1	-1	-1
147.348	0	1	null	NA	null	-1	-1	-1	-1
150.418	0	1	null	NA	null	-1	-1	-1	-1
153.488	0	1	RepeatCorrect	NA	rope	4.93	8.76	27	236.52
156.558	0	1	null	NA	null	-1	-1	-1	-1
159.628	0	1	RepeatCorrect	NA	peach	4.9	7.5	22	165
162.697	0	1	null	NA	null	-1	-1	-1	-1
165.767	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
168.836	0	1	null	NA	null	-1	-1	-1	-1
171.906	0	1	RepeatCorrect	NA	lob	3.83	6.15	20	123
174.975	0	1	null	NA	null	-1	-1	-1	-1
178.045	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
181.115	0	1	null	NA	null	-1	-1	-1	-1
184.185	0	1	RepeatCorrect	NA	lab	4.69	10.12	20	202.4
187.254	0	1	null	NA	null	-1	-1	-1	-1
190.324	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
193.394	0	1	null	NA	null	-1	-1	-1	-1
196.464	0	1	RepeatCorrect	NA	mass	3.44	10.43	26	271.18
199.534	0	1	null	NA	null	-1	-1	-1	-1
202.603	0	1	RepeatCorrect	NA	vile	2.14	7.91	22	174.02
205.673	0	1	null	NA	null	-1	-1	-1	-1
208.743	0	1	RepeatCorrect	NA	tip	4.5	9.59	25	239.75
211.813	0	1	null	NA	null	-1	-1	-1	-1
214.882	0	1	RepeatCorrect	NA	beach	4.79	10.19	18	183.42
217.952	0	1	null	NA	null	-1	-1	-1	-1
221.022	0	1	null	NA	null	-1	-1	-1	-1
224.092	0	1	null	NA	null	-1	-1	-1	-1
227.161	0	1	RepeatCorrect	NA	moon	4.9	10.33	21	216.93
230.231	0	1	null	NA	null	-1	-1	-1	-1
233.301	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
236.371	0	1	null	NA	null	-1	-1	-1	-1
239.441	0	1	RepeatCorrect	NA	lag	3.04	7.89	27	213.03
242.51	0	1	null	NA	null	-1	-1	-1	-1
245.58	0	1	null	NA	null	-1	-1	-1	-1
248.65	0	1	null	NA	null	-1	-1	-1	-1
251.72	0	1	RepeatCorrect	NA	rib	4.9	7.09	19	134.71
254.789	0	1	null	NA	null	-1	-1	-1	-1
257.859	0	1	RepeatCorrect	NA	hire	3.11	9.38	18	168.84
260.929	0	1	null	NA	null	-1	-1	-1	-1
263.999	0	1	RepeatCorrect	NA	feed	4.17	9.91	19	188.29
267.069	0	1	null	NA	null	-1	-1	-1	-1
270.138	0	1	null	NA	null	-1	-1	-1	-1
273.208	0	1	null	NA	null	-1	-1	-1	-1
276.278	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
279.348	0	1	null	NA	null	-1	-1	-1	-1
282.417	0	1	RepeatCorrect	NA	cope	1.78	8.24	25	206
285.487	0	1	null	NA	null	-1	-1	-1	-1
288.556	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
291.626	0	1	null	NA	null	-1	-1	-1	-1
294.695	0	1	RepeatCorrect	NA	rob	3.48	10	17	170
297.765	0	1	null	NA	null	-1	-1	-1	-1
300.835	0	1	RepeatCorrect	NA	pad	4.43	8.88	26	230.88
303.905	0	1	null	NA	null	-1	-1	-1	-1
306.975	0	1	RepeatCorrect	NA	wet	4.46	9.71	29	281.59
310.044	0	1	null	NA	null	-1	-1	-1	-1
313.114	0	1	RepeatIncorrect	NA	batch	3.8	9.24	20	184.8
316.184	0	1	null	NA	null	-1	-1	-1	-1
319.254	0	1	null	NA	null	-1	-1	-1	-1
322.323	0	1	null	NA	null	-1	-1	-1	-1
325.393	0	1	RepeatCorrect	NA	hug	4.14	8.24	21	173.04
328.463	0	1	null	NA	null	-1	-1	-1	-1
331.533	0	1	RepeatIncorrect	NA	boom	3.66	8.36	17	142.12
334.602	0	1	null	NA	null	-1	-1	-1	-1
337.672	0	1	RepeatCorrect	NA	lease	3.52	8.11	27	218.97
340.742	0	1	null	NA	null	-1	-1	-1	-1
343.812	0	1	RepeatCorrect	NA	bash	3.52	8.45	24	202.8
346.882	0	1	null	NA	null	-1	-1	-1	-1
349.951	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
353.021	0	1	null	NA	null	-1	-1	-1	-1
356.091	0	1	RepeatCorrect	NA	gin	4.46	7	20	140
359.161	0	1	null	NA	null	-1	-1	-1	-1
362.23	0	1	null	NA	null	-1	-1	-1	-1
365.3	0	1	null	NA	null	-1	-1	-1	-1
368.37	0	1	RepeatCorrect	NA	chip	4.71	10.48	24	251.52
371.44	0	1	null	NA	null	-1	-1	-1	-1
374.509	0	1	null	NA	null	-1	-1	-1	-1
377.579	0	1	null	NA	null	-1	-1	-1	-1
380.649	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
383.719	0	1	null	NA	null	-1	-1	-1	-1
386.789	0	1	RepeatCorrect	NA	tar	4.78	9.02	20	180.4
389.858	0	1	null	NA	null	-1	-1	-1	-1
392.928	0	1	RepeatCorrect	NA	knack	2.05	6.45	20	129
395.998	0	1	null	NA	null	-1	-1	-1	-1
399.068	0	1	RepeatCorrect	NA	rash	4.62	7.73	26	200.98
402.137	0	1	null	NA	null	-1	-1	-1	-1
405.207	0	1	RepeatCorrect	NA	fight	4.2	10.6	24	254.4
408.276	0	1	null	NA	null	-1	-1	-1	-1
411.346	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
414.416	0	1	null	NA	null	-1	-1	-1	-1
417.485	0	1	RepeatCorrect	NA	sob	3.79	7.4	18	133.2
420.555	0	1	null	NA	null	-1	-1	-1	-1
423.625	0	1	RepeatCorrect	NA	hang	3.7	9.79	23	225.17
426.695	0	1	null	NA	null	-1	-1	-1	-1
429.764	0	1	null	NA	null	-1	-1	-1	-1
432.834	0	1	null	NA	null	-1	-1	-1	-1
435.904	0	1	RepeatCorrect	NA	reach	3.7	10.44	20	208.8
438.974	0	1	null	NA	null	-1	-1	-1	-1
442.043	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
445.113	0	1	null	NA	null	-1	-1	-1	-1
448.183	0	1	RepeatCorrect	NA	gash	4.39	5.56	19	105.64
451.253	0	1	null	NA	null	-1	-1	-1	-1
454.323	0	1	RepeatCorrect	NA	dumb	2.36	9.43	29	273.47
457.392	0	1	null	NA	null	-1	-1	-1	-1
460.462	0	1	RepeatCorrect	NA	muck	3.77	7.12	25	178
463.532	0	1	null	NA	null	-1	-1	-1	-1
466.602	0	1	RepeatCorrect	NA	mope	2.17	4.55	17	77.35
469.671	0	1	null	NA	null	-1	-1	-1	-1
472.741	0	1	RepeatCorrect	NA	huff	3.32	6.5	18	117
475.811	0	1	null	NA	null	-1	-1	-1	-1
478.881	0	1	null	NA	null	-1	-1	-1	-1
481.951	0	1	null	NA	null	-1	-1	-1	-1
485.02	0	1	RepeatCorrect	NA	bug	5	10.38	26	269.88
488.09	0	1	null	NA	null	-1	-1	-1	-1
491.16	0	1	RepeatCorrect	NA	gas	4.29	10.16	19	193.04
494.23	0	1	null	NA	null	-1	-1	-1	-1
497.299	0	1	RepeatCorrect	NA	rogue	2.32	8.64	18	155.52
500.369	0	1	null	NA	null	-1	-1	-1	-1
503.439	0	1	RepeatCorrect	NA	lice	4.73	5.98	26	155.48
506.509	0	1	null	NA	null	-1	-1	-1	-1
509.578	0	1	null	NA	null	-1	-1	-1	-1
512.648	0	1	null	NA	null	-1	-1	-1	-1
515.718	0	1	RepeatCorrect	NA	maim	3.36	5.86	21	123.06
518.788	0	1	null	NA	null	-1	-1	-1	-1
521.857	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
524.927	0	1	null	NA	null	-1	-1	-1	-1
527.997	0	1	RepeatCorrect	NA	hung	3.31	9.05	18	162.9
531.066	0	1	null	NA	null	-1	-1	-1	-1
534.136	0	1	null	NA	null	-1	-1	-1	-1
537.205	0	1	null	NA	null	-1	-1	-1	-1
540.275	0	1	RepeatCorrect	NA	fan	4.71	10.53	21	221.13
543.345	0	1	null	NA	null	-1	-1	-1	-1
546.415	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
549.484	0	1	null	NA	null	-1	-1	-1	-1
