onset	duration	weight	trial_type	auxillary	Word	Concreteness	Log_Freq	DenB	Freq_Den_Interxn
0	0	1	RepeatCorrect	NA	rut	3.64	6.05	28	169.4
3.07	0	1	null	NA	null	-1	-1	-1	-1
6.14	0	1	RepeatCorrect	NA	hawk	4.93	8.19	18	147.42
9.21	0	1	null	NA	null	-1	-1	-1	-1
12.279	0	1	RepeatCorrect	NA	rip	3.79	8.99	32	287.68
15.349	0	1	null	NA	null	-1	-1	-1	-1
18.419	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
21.489	0	1	null	NA	null	-1	-1	-1	-1
24.559	0	1	null	NA	null	-1	-1	-1	-1
27.629	0	1	null	NA	null	-1	-1	-1	-1
30.698	0	1	null	NA	null	-1	-1	-1	-1
33.768	0	1	null	NA	null	-1	-1	-1	-1
36.838	0	1	RepeatCorrect	NA	wick	4.69	6.33	26	164.58
39.908	0	1	null	NA	null	-1	-1	-1	-1
42.977	0	1	RepeatCorrect	NA	tug	3.5	7.07	18	127.26
46.047	0	1	null	NA	null	-1	-1	-1	-1
49.117	0	1	RepeatCorrect	NA	chair	4.58	9.83	20	196.6
52.186	0	1	null	NA	null	-1	-1	-1	-1
55.256	0	1	null	NA	null	-1	-1	-1	-1
58.326	0	1	null	NA	null	-1	-1	-1	-1
61.396	0	1	RepeatCorrect	NA	tang	4.42	7.85	18	141.3
64.466	0	1	null	NA	null	-1	-1	-1	-1
67.536	0	1	RepeatIncorrect	NA	hen	4.9	7.17	24	172.08
70.605	0	1	null	NA	null	-1	-1	-1	-1
73.675	0	1	null	NA	null	-1	-1	-1	-1
76.745	0	1	null	NA	null	-1	-1	-1	-1
79.815	0	1	RepeatCorrect	NA	moose	4.97	8.15	19	154.85
82.885	0	1	null	NA	null	-1	-1	-1	-1
85.955	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
89.025	0	1	null	NA	null	-1	-1	-1	-1
92.094	0	1	RepeatCorrect	NA	pup	4.61	7.48	21	157.08
95.164	0	1	null	NA	null	-1	-1	-1	-1
98.234	0	1	RepeatCorrect	NA	miss	2.54	10.34	23	237.82
101.304	0	1	null	NA	null	-1	-1	-1	-1
104.374	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
107.444	0	1	null	NA	null	-1	-1	-1	-1
110.514	0	1	RepeatCorrect	NA	pen	4.92	8.97	29	260.13
113.583	0	1	null	NA	null	-1	-1	-1	-1
116.653	0	1	RepeatCorrect	NA	deep	3.38	10.66	18	191.88
119.723	0	1	null	NA	null	-1	-1	-1	-1
122.793	0	1	RepeatCorrect	NA	deck	4.77	10.27	20	205.4
125.863	0	1	null	NA	null	-1	-1	-1	-1
128.933	0	1	null	NA	null	-1	-1	-1	-1
132.002	0	1	null	NA	null	-1	-1	-1	-1
135.072	0	1	RepeatCorrect	NA	wall	4.86	11.43	23	262.89
138.142	0	1	null	NA	null	-1	-1	-1	-1
141.212	0	1	RepeatCorrect	NA	girl	4.85	10.61	16	169.76
144.282	0	1	null	NA	null	-1	-1	-1	-1
147.352	0	1	null	NA	null	-1	-1	-1	-1
150.422	0	1	null	NA	null	-1	-1	-1	-1
153.491	0	1	RepeatCorrect	NA	tot	4.22	7.74	26	201.24
156.561	0	1	null	NA	null	-1	-1	-1	-1
159.63	0	1	RepeatCorrect	NA	gang	4.43	8.96	15	134.4
162.7	0	1	null	NA	null	-1	-1	-1	-1
165.77	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
168.84	0	1	null	NA	null	-1	-1	-1	-1
171.909	0	1	RepeatCorrect	NA	talk	4.07	11.42	23	262.66
174.979	0	1	null	NA	null	-1	-1	-1	-1
178.049	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
181.119	0	1	null	NA	null	-1	-1	-1	-1
184.189	0	1	RepeatCorrect	NA	peeve	2	6.74	16	107.84
187.259	0	1	null	NA	null	-1	-1	-1	-1
190.329	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
193.398	0	1	null	NA	null	-1	-1	-1	-1
196.468	0	1	RepeatCorrect	NA	wine	4.79	9.48	30	284.4
199.538	0	1	null	NA	null	-1	-1	-1	-1
202.608	0	1	RepeatCorrect	NA	dupe	2.23	5.96	18	107.28
205.678	0	1	null	NA	null	-1	-1	-1	-1
208.748	0	1	RepeatCorrect	NA	sake	2.74	9.35	28	261.8
211.817	0	1	null	NA	null	-1	-1	-1	-1
214.887	0	1	RepeatCorrect	NA	hub	3.59	8.41	19	159.79
217.957	0	1	null	NA	null	-1	-1	-1	-1
221.027	0	1	null	NA	null	-1	-1	-1	-1
224.097	0	1	null	NA	null	-1	-1	-1	-1
227.167	0	1	RepeatCorrect	NA	wed	3.11	9.62	25	240.5
230.237	0	1	null	NA	null	-1	-1	-1	-1
233.306	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
236.376	0	1	null	NA	null	-1	-1	-1	-1
239.446	0	1	RepeatCorrect	NA	tool	4.6	10.41	23	239.43
242.516	0	1	null	NA	null	-1	-1	-1	-1
245.586	0	1	null	NA	null	-1	-1	-1	-1
248.656	0	1	null	NA	null	-1	-1	-1	-1
251.725	0	1	RepeatCorrect	NA	roach	4.96	6.69	18	120.42
254.795	0	1	null	NA	null	-1	-1	-1	-1
257.865	0	1	RepeatCorrect	NA	niche	2.52	7.81	16	124.96
260.935	0	1	null	NA	null	-1	-1	-1	-1
264.005	0	1	RepeatCorrect	NA	pace	3.11	8.88	30	266.4
267.075	0	1	null	NA	null	-1	-1	-1	-1
270.145	0	1	null	NA	null	-1	-1	-1	-1
273.214	0	1	null	NA	null	-1	-1	-1	-1
276.283	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
279.353	0	1	null	NA	null	-1	-1	-1	-1
282.423	0	1	RepeatCorrect	NA	jeer	2.62	4.23	23	97.29
285.493	0	1	null	NA	null	-1	-1	-1	-1
288.563	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
291.632	0	1	null	NA	null	-1	-1	-1	-1
294.702	0	1	RepeatCorrect	NA	cove	4.57	7.04	18	126.72
297.772	0	1	null	NA	null	-1	-1	-1	-1
300.842	0	1	RepeatCorrect	NA	lace	4.85	8.1	29	234.9
303.912	0	1	null	NA	null	-1	-1	-1	-1
306.982	0	1	RepeatCorrect	NA	neat	2.47	9.38	25	234.5
310.052	0	1	null	NA	null	-1	-1	-1	-1
313.121	0	1	RepeatCorrect	NA	tough	2.5	9.76	17	165.92
316.191	0	1	null	NA	null	-1	-1	-1	-1
319.261	0	1	null	NA	null	-1	-1	-1	-1
322.331	0	1	null	NA	null	-1	-1	-1	-1
325.401	0	1	RepeatCorrect	NA	dope	3	7.55	20	151
328.471	0	1	null	NA	null	-1	-1	-1	-1
331.54	0	1	RepeatCorrect	NA	wrath	2.42	8.64	17	146.88
334.61	0	1	null	NA	null	-1	-1	-1	-1
337.68	0	1	RepeatCorrect	NA	rare	1.96	10.5	22	231
340.75	0	1	null	NA	null	-1	-1	-1	-1
343.82	0	1	RepeatCorrect	NA	cup	5	10.23	18	184.14
346.89	0	1	null	NA	null	-1	-1	-1	-1
349.96	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
353.029	0	1	null	NA	null	-1	-1	-1	-1
356.099	0	1	RepeatCorrect	NA	wren	3.8	6.54	26	170.04
359.169	0	1	null	NA	null	-1	-1	-1	-1
362.239	0	1	null	NA	null	-1	-1	-1	-1
365.309	0	1	null	NA	null	-1	-1	-1	-1
368.379	0	1	RepeatCorrect	NA	mob	3.88	8.93	15	133.95
371.449	0	1	null	NA	null	-1	-1	-1	-1
374.518	0	1	null	NA	null	-1	-1	-1	-1
377.588	0	1	null	NA	null	-1	-1	-1	-1
380.658	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
383.728	0	1	null	NA	null	-1	-1	-1	-1
386.798	0	1	RepeatCorrect	NA	mutt	3.89	6.09	30	182.7
389.868	0	1	null	NA	null	-1	-1	-1	-1
392.937	0	1	RepeatCorrect	NA	kick	4.33	9.9	28	277.2
396.006	0	1	null	NA	null	-1	-1	-1	-1
399.076	0	1	RepeatCorrect	NA	muff	4.12	5.85	18	105.3
402.146	0	1	null	NA	null	-1	-1	-1	-1
405.216	0	1	RepeatCorrect	NA	dean	4.45	9.58	24	229.92
408.286	0	1	null	NA	null	-1	-1	-1	-1
411.356	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
414.425	0	1	null	NA	null	-1	-1	-1	-1
417.495	0	1	RepeatCorrect	NA	choke	3.97	7.99	17	135.83
420.565	0	1	null	NA	null	-1	-1	-1	-1
423.635	0	1	RepeatCorrect	NA	bought	2.96	10.95	25	273.75
426.705	0	1	null	NA	null	-1	-1	-1	-1
429.775	0	1	null	NA	null	-1	-1	-1	-1
432.844	0	1	null	NA	null	-1	-1	-1	-1
435.914	0	1	RepeatCorrect	NA	roof	4.79	8.64	13	112.32
438.984	0	1	null	NA	null	-1	-1	-1	-1
442.054	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
445.124	0	1	null	NA	null	-1	-1	-1	-1
448.194	0	1	RepeatCorrect	NA	botch	2.75	5.49	13	71.37
451.264	0	1	null	NA	null	-1	-1	-1	-1
454.333	0	1	RepeatCorrect	NA	rid	2.13	9.91	29	287.39
457.403	0	1	null	NA	null	-1	-1	-1	-1
460.473	0	1	RepeatCorrect	NA	sought	2.26	8.86	24	212.64
463.543	0	1	null	NA	null	-1	-1	-1	-1
466.613	0	1	RepeatCorrect	NA	vice	2.46	9.67	16	154.72
469.683	0	1	null	NA	null	-1	-1	-1	-1
472.752	0	1	RepeatCorrect	NA	god	2.07	11.77	19	223.63
475.822	0	1	null	NA	null	-1	-1	-1	-1
478.892	0	1	null	NA	null	-1	-1	-1	-1
481.962	0	1	null	NA	null	-1	-1	-1	-1
485.032	0	1	RepeatCorrect	NA	mace	4.81	7.15	29	207.35
488.102	0	1	null	NA	null	-1	-1	-1	-1
491.172	0	1	RepeatCorrect	NA	cuff	4.61	6.73	16	107.68
494.241	0	1	null	NA	null	-1	-1	-1	-1
497.311	0	1	RepeatCorrect	NA	dive	4.03	9.01	17	153.17
500.381	0	1	null	NA	null	-1	-1	-1	-1
503.451	0	1	RepeatCorrect	NA	bake	4.21	7.84	29	227.36
506.521	0	1	null	NA	null	-1	-1	-1	-1
509.591	0	1	null	NA	null	-1	-1	-1	-1
512.66	0	1	null	NA	null	-1	-1	-1	-1
515.729	0	1	RepeatCorrect	NA	mean	2.5	11.93	23	274.39
518.799	0	1	null	NA	null	-1	-1	-1	-1
521.869	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
524.939	0	1	null	NA	null	-1	-1	-1	-1
528.009	0	1	RepeatCorrect	NA	shall	2.33	11	13	143
531.079	0	1	null	NA	null	-1	-1	-1	-1
534.148	0	1	null	NA	null	-1	-1	-1	-1
537.218	0	1	null	NA	null	-1	-1	-1	-1
540.288	0	1	RepeatCorrect	NA	bag	4.9	9.71	28	271.88
543.358	0	1	null	NA	null	-1	-1	-1	-1
546.428	0	1	RepeatNoise	NA	null	-1	-1	-1	-1
549.498	0	1	null	NA	null	-1	-1	-1	-1
